customer_id,purchase_date,purchase_amount,last_purchase_date,interaction_count,CLV
122,2023-12-10,287.47,2024-04-23,12,970.48
123,2022-07-29,385.71,2023-11-26,25,2064.57
123,2023-06-13,298.98,2023-11-26,27,2064.57
123,2022-08-20,449.29,2023-11-26,47,2064.57
123,2023-07-02,414.05,2023-11-26,2,2064.57
123,2022-08-13,20.56,2023-11-26,18,2064.57
123,2023-10-14,188.11,2023-11-26,18,2064.57
123,2022-11-12,227.5,2023-11-26,48,2064.57
123,2022-11-16,80.37,2023-11-26,25,2064.57
124,2023-09-14,55.1,2024-06-10,8,5238.32
124,2022-10-03,434.58,2024-06-10,41,5238.32
124,2022-09-02,250.19,2024-06-10,24,5238.32
124,2024-05-11,307.19,2024-06-10,27,5238.32
124,2024-05-08,453.86,2024-06-10,43,5238.32
124,2023-02-02,49.68,2024-06-10,11,5238.32
124,2023-05-11,297.66,2024-06-10,11,5238.32
124,2023-10-11,105.47,2024-06-10,0,5238.32
124,2022-11-15,227.54,2024-06-10,41,5238.32
124,2024-04-10,310.09,2024-06-10,16,5238.32
124,2022-08-06,492.99,2024-06-10,7,5238.32
124,2023-12-04,220.08,2024-06-10,26,5238.32
124,2024-01-22,79.91,2024-06-10,22,5238.32
124,2024-03-02,191.47,2024-06-10,5,5238.32
124,2024-03-25,463.41,2024-06-10,48,5238.32
124,2024-05-24,355.79,2024-06-10,8,5238.32
124,2023-01-11,397.26,2024-06-10,24,5238.32
124,2023-09-17,331.53,2024-06-10,3,5238.32
124,2023-04-19,214.52,2024-06-10,21,5238.32
125,2023-01-12,254.88,2024-02-18,21,4382.29
125,2022-09-14,438.23,2024-02-18,1,4382.29
125,2023-02-08,215.2,2024-02-18,0,4382.29
125,2023-11-22,294.07,2024-02-18,1,4382.29
125,2023-12-29,127.54,2024-02-18,44,4382.29
125,2024-01-07,399.49,2024-02-18,35,4382.29
125,2022-12-30,297.67,2024-02-18,28,4382.29
125,2022-08-14,493.67,2024-02-18,26,4382.29
125,2024-01-18,466.81,2024-02-18,38,4382.29
125,2023-05-17,20.74,2024-02-18,42,4382.29
125,2022-12-31,267.01,2024-02-18,37,4382.29
125,2024-01-27,196.82,2024-02-18,41,4382.29
125,2023-05-25,187.96,2024-02-18,40,4382.29
125,2022-12-11,271.42,2024-02-18,36,4382.29
125,2023-06-29,220.06,2024-02-18,19,4382.29
125,2022-08-02,230.72,2024-02-18,10,4382.29
126,2022-09-24,296.07,2023-10-12,37,2533.68
126,2023-08-28,145.12,2023-10-12,11,2533.68
126,2023-05-20,244.55,2023-10-12,32,2533.68
126,2022-06-19,308.6,2023-10-12,41,2533.68
126,2023-09-19,323.98,2023-10-12,14,2533.68
126,2022-09-18,294.62,2023-10-12,9,2533.68
126,2022-07-21,449.28,2023-10-12,29,2533.68
126,2023-09-19,471.46,2023-10-12,15,2533.68
127,2023-03-05,356.01,2023-11-10,23,4326.16
127,2022-07-23,37.21,2023-11-10,40,4326.16
127,2022-07-15,294.35,2023-11-10,8,4326.16
127,2023-07-15,433.13,2023-11-10,4,4326.16
127,2023-08-02,178.4,2023-11-10,6,4326.16
127,2022-08-11,390.12,2023-11-10,16,4326.16
127,2023-10-11,251.19,2023-11-10,37,4326.16
127,2022-11-11,113.43,2023-11-10,28,4326.16
127,2023-09-08,334.43,2023-11-10,47,4326.16
127,2022-10-21,149.21,2023-11-10,21,4326.16
127,2023-04-26,401.68,2023-11-10,20,4326.16
127,2022-11-08,179.23,2023-11-10,20,4326.16
127,2022-09-13,125.57,2023-11-10,34,4326.16
127,2022-08-14,431.28,2023-11-10,35,4326.16
127,2023-05-11,241.09,2023-11-10,48,4326.16
127,2023-03-22,132.68,2023-11-10,49,4326.16
127,2022-07-30,277.15,2023-11-10,23,4326.16
128,2023-05-25,193.33,2024-04-17,39,2892.07
128,2022-09-05,350.17,2024-04-17,44,2892.07
128,2022-09-29,474.62,2024-04-17,37,2892.07
128,2023-09-26,124.03,2024-04-17,42,2892.07
128,2022-07-12,326.14,2024-04-17,32,2892.07
128,2022-09-13,157.88,2024-04-17,12,2892.07
128,2022-11-07,398.1,2024-04-17,29,2892.07
128,2024-01-27,461.98,2024-04-17,19,2892.07
128,2022-09-24,376.46,2024-04-17,34,2892.07
128,2024-03-19,10.01,2024-04-17,7,2892.07
128,2022-11-07,19.35,2024-04-17,29,2892.07
129,2022-07-22,193.72,2023-09-07,49,3971.67
129,2023-04-16,59.62,2023-09-07,41,3971.67
129,2023-08-31,91.91,2023-09-07,16,3971.67
129,2022-08-23,64.68,2023-09-07,48,3971.67
129,2022-11-10,58.72,2023-09-07,31,3971.67
129,2022-08-06,53.0,2023-09-07,23,3971.67
129,2022-10-31,131.82,2023-09-07,32,3971.67
129,2023-07-31,360.3,2023-09-07,49,3971.67
129,2022-06-20,388.44,2023-09-07,23,3971.67
129,2023-03-26,132.81,2023-09-07,0,3971.67
129,2023-05-21,470.62,2023-09-07,47,3971.67
129,2022-07-21,391.21,2023-09-07,45,3971.67
129,2023-03-15,434.47,2023-09-07,9,3971.67
129,2023-04-16,32.33,2023-09-07,46,3971.67
129,2023-09-05,95.98,2023-09-07,38,3971.67
129,2023-06-29,152.89,2023-09-07,11,3971.67
129,2023-07-24,182.12,2023-09-07,14,3971.67
129,2023-03-02,208.7,2023-09-07,16,3971.67
129,2023-04-19,120.38,2023-09-07,38,3971.67
129,2022-11-03,347.95,2023-09-07,5,3971.67
130,2024-04-11,53.29,2024-06-08,25,4261.3
130,2023-02-16,26.06,2024-06-08,42,4261.3
130,2023-06-18,367.6,2024-06-08,50,4261.3
130,2022-09-27,199.5,2024-06-08,6,4261.3
130,2022-12-21,448.68,2024-06-08,21,4261.3
130,2022-09-18,289.21,2024-06-08,27,4261.3
130,2022-09-03,23.56,2024-06-08,41,4261.3
130,2023-12-06,25.37,2024-06-08,1,4261.3
130,2023-09-17,303.62,2024-06-08,23,4261.3
130,2024-03-31,293.55,2024-06-08,6,4261.3
130,2023-08-09,22.61,2024-06-08,42,4261.3
130,2023-12-02,474.45,2024-06-08,29,4261.3
130,2023-08-05,313.72,2024-06-08,37,4261.3
130,2022-07-07,167.54,2024-06-08,32,4261.3
130,2023-08-16,121.63,2024-06-08,45,4261.3
130,2022-07-06,310.29,2024-06-08,23,4261.3
130,2024-02-20,402.79,2024-06-08,48,4261.3
130,2023-04-08,270.91,2024-06-08,48,4261.3
130,2022-09-02,146.92,2024-06-08,11,4261.3
131,2023-12-03,354.65,2024-02-17,12,3426.88
131,2022-07-17,345.87,2024-02-17,45,3426.88
131,2023-02-11,442.99,2024-02-17,30,3426.88
131,2023-05-19,142.99,2024-02-17,25,3426.88
131,2022-08-09,283.37,2024-02-17,36,3426.88
131,2023-05-06,329.38,2024-02-17,31,3426.88
131,2022-10-18,290.38,2024-02-17,41,3426.88
131,2023-02-03,464.22,2024-02-17,15,3426.88
131,2023-07-07,65.23,2024-02-17,4,3426.88
131,2023-07-01,432.09,2024-02-17,16,3426.88
131,2023-06-12,275.71,2024-02-17,33,3426.88
132,2023-04-19,205.13,2023-11-09,26,2281.93
132,2023-03-31,363.9,2023-11-09,38,2281.93
132,2022-11-20,414.2,2023-11-09,15,2281.93
132,2022-11-30,377.95,2023-11-09,41,2281.93
132,2022-12-19,257.77,2023-11-09,21,2281.93
132,2022-11-01,285.5,2023-11-09,41,2281.93
132,2022-12-07,19.64,2023-11-09,7,2281.93
132,2022-06-29,357.84,2023-11-09,3,2281.93
133,2022-12-09,319.44,2023-10-30,33,1945.9299999999998
133,2022-12-14,344.52,2023-10-30,32,1945.9299999999998
133,2023-10-20,454.34,2023-10-30,35,1945.9299999999998
133,2022-09-21,89.12,2023-10-30,1,1945.9299999999998
133,2022-11-02,72.41,2023-10-30,27,1945.9299999999998
133,2023-09-19,157.74,2023-10-30,27,1945.9299999999998
133,2022-10-16,234.9,2023-10-30,11,1945.9299999999998
133,2023-10-19,79.96,2023-10-30,43,1945.9299999999998
133,2023-04-03,193.5,2023-10-30,8,1945.9299999999998
134,2023-02-24,326.45,2023-10-19,22,3157.18
134,2023-09-23,236.51,2023-10-19,25,3157.18
134,2022-07-08,54.86,2023-10-19,26,3157.18
134,2023-03-22,60.87,2023-10-19,42,3157.18
134,2023-06-19,42.42,2023-10-19,41,3157.18
134,2023-02-21,310.68,2023-10-19,41,3157.18
134,2022-11-17,98.95,2023-10-19,20,3157.18
134,2022-12-29,174.35,2023-10-19,17,3157.18
134,2022-11-21,369.8,2023-10-19,8,3157.18
134,2023-02-07,349.34,2023-10-19,26,3157.18
134,2022-06-27,348.25,2023-10-19,13,3157.18
134,2023-09-27,100.58,2023-10-19,33,3157.18
134,2022-10-29,34.9,2023-10-19,46,3157.18
134,2023-06-06,89.91,2023-10-19,35,3157.18
134,2023-06-16,19.48,2023-10-19,29,3157.18
134,2023-10-10,475.93,2023-10-19,18,3157.18
134,2023-04-25,63.9,2023-10-19,47,3157.18
135,2022-06-26,404.23,2023-11-11,7,3100.61
135,2022-11-09,165.87,2023-11-11,32,3100.61
135,2023-04-18,69.77,2023-11-11,38,3100.61
135,2023-03-29,173.47,2023-11-11,24,3100.61
135,2023-05-20,311.36,2023-11-11,30,3100.61
135,2022-08-28,398.32,2023-11-11,42,3100.61
135,2023-03-30,157.44,2023-11-11,36,3100.61
135,2023-06-25,239.07,2023-11-11,5,3100.61
135,2023-11-08,403.18,2023-11-11,31,3100.61
135,2023-03-14,203.82,2023-11-11,48,3100.61
135,2023-07-12,215.52,2023-11-11,27,3100.61
135,2023-06-21,151.69,2023-11-11,38,3100.61
135,2022-12-02,206.87,2023-11-11,3,3100.61
136,2023-07-25,359.49,2023-09-06,0,5215.99
136,2023-04-09,338.7,2023-09-06,42,5215.99
136,2022-10-16,169.05,2023-09-06,33,5215.99
136,2022-10-21,182.69,2023-09-06,14,5215.99
136,2023-03-15,450.77,2023-09-06,12,5215.99
136,2022-09-01,451.13,2023-09-06,24,5215.99
136,2023-06-08,135.17,2023-09-06,8,5215.99
136,2023-03-12,431.3,2023-09-06,43,5215.99
136,2022-09-05,403.11,2023-09-06,9,5215.99
136,2022-07-06,373.59,2023-09-06,3,5215.99
136,2023-07-10,204.54,2023-09-06,31,5215.99
136,2022-12-25,280.11,2023-09-06,42,5215.99
136,2022-07-16,61.52,2023-09-06,43,5215.99
136,2022-07-15,204.77,2023-09-06,23,5215.99
136,2022-11-25,411.32,2023-09-06,28,5215.99
136,2022-10-21,210.49,2023-09-06,10,5215.99
136,2022-11-12,335.57,2023-09-06,38,5215.99
136,2022-11-06,50.1,2023-09-06,4,5215.99
136,2022-09-09,84.04,2023-09-06,35,5215.99
136,2023-02-10,78.53,2023-09-06,48,5215.99
137,2023-02-04,137.48,2024-05-17,17,4533.91
137,2024-02-24,381.79,2024-05-17,8,4533.91
137,2023-01-30,323.77,2024-05-17,48,4533.91
137,2023-05-28,319.24,2024-05-17,39,4533.91
137,2023-05-15,143.32,2024-05-17,8,4533.91
137,2023-10-28,162.55,2024-05-17,32,4533.91
137,2023-01-03,30.49,2024-05-17,12,4533.91
137,2023-12-15,488.35,2024-05-17,16,4533.91
137,2024-03-05,367.01,2024-05-17,29,4533.91
137,2022-08-09,403.62,2024-05-17,31,4533.91
137,2023-05-29,458.43,2024-05-17,18,4533.91
137,2024-01-29,86.11,2024-05-17,5,4533.91
137,2023-06-05,453.74,2024-05-17,24,4533.91
137,2024-03-25,381.67,2024-05-17,37,4533.91
137,2024-01-08,27.31,2024-05-17,6,4533.91
137,2024-01-07,33.3,2024-05-17,17,4533.91
137,2024-03-24,335.73,2024-05-17,34,4533.91
138,2022-10-04,279.53,2024-01-17,16,2630.5299999999997
138,2023-04-03,276.08,2024-01-17,14,2630.5299999999997
138,2022-08-10,412.71,2024-01-17,28,2630.5299999999997
138,2023-02-18,41.4,2024-01-17,4,2630.5299999999997
138,2024-01-14,229.06,2024-01-17,24,2630.5299999999997
138,2023-12-16,105.19,2024-01-17,45,2630.5299999999997
138,2023-07-19,163.7,2024-01-17,39,2630.5299999999997
138,2022-12-07,55.54,2024-01-17,43,2630.5299999999997
138,2023-08-03,206.83,2024-01-17,41,2630.5299999999997
138,2022-08-10,234.01,2024-01-17,12,2630.5299999999997
138,2023-09-08,450.52,2024-01-17,48,2630.5299999999997
138,2023-11-01,47.59,2024-01-17,10,2630.5299999999997
138,2022-11-28,128.37,2024-01-17,3,2630.5299999999997
139,2022-12-13,116.7,2024-01-27,30,4174.93
139,2023-05-05,492.73,2024-01-27,44,4174.93
139,2023-08-25,351.4,2024-01-27,11,4174.93
139,2023-02-27,395.22,2024-01-27,36,4174.93
139,2022-07-15,404.85,2024-01-27,31,4174.93
139,2023-12-23,466.34,2024-01-27,10,4174.93
139,2022-07-26,49.07,2024-01-27,33,4174.93
139,2023-01-19,202.81,2024-01-27,38,4174.93
139,2022-09-25,40.98,2024-01-27,25,4174.93
139,2023-07-25,476.27,2024-01-27,39,4174.93
139,2023-07-11,343.89,2024-01-27,5,4174.93
139,2023-06-22,447.26,2024-01-27,26,4174.93
139,2023-07-02,50.03,2024-01-27,35,4174.93
139,2023-06-18,337.38,2024-01-27,35,4174.93
140,2022-10-10,292.38,2024-02-12,28,5268.23
140,2022-06-21,397.13,2024-02-12,8,5268.23
140,2022-08-15,76.22,2024-02-12,30,5268.23
140,2023-01-08,259.96,2024-02-12,23,5268.23
140,2023-09-26,473.23,2024-02-12,44,5268.23
140,2023-04-08,452.03,2024-02-12,18,5268.23
140,2022-08-26,33.57,2024-02-12,8,5268.23
140,2022-10-06,29.05,2024-02-12,47,5268.23
140,2022-08-09,325.68,2024-02-12,37,5268.23
140,2022-07-25,439.72,2024-02-12,22,5268.23
140,2022-06-22,434.95,2024-02-12,43,5268.23
140,2023-06-01,22.41,2024-02-12,32,5268.23
140,2023-08-09,243.95,2024-02-12,11,5268.23
140,2023-11-15,261.51,2024-02-12,42,5268.23
140,2023-03-20,16.03,2024-02-12,42,5268.23
140,2024-01-04,362.08,2024-02-12,33,5268.23
140,2023-08-03,270.56,2024-02-12,32,5268.23
140,2023-04-14,21.16,2024-02-12,14,5268.23
140,2023-06-15,477.31,2024-02-12,32,5268.23
140,2023-08-24,379.3,2024-02-12,29,5268.23
141,2023-05-16,198.96,2023-12-16,26,5355.99
141,2022-12-19,42.78,2023-12-16,17,5355.99
141,2023-01-07,419.89,2023-12-16,24,5355.99
141,2023-08-20,414.14,2023-12-16,4,5355.99
141,2023-04-21,229.09,2023-12-16,2,5355.99
141,2023-11-04,86.87,2023-12-16,24,5355.99
141,2022-12-01,45.98,2023-12-16,0,5355.99
141,2023-02-22,144.47,2023-12-16,38,5355.99
141,2023-05-28,332.66,2023-12-16,9,5355.99
141,2022-09-29,257.65,2023-12-16,0,5355.99
141,2022-11-13,445.98,2023-12-16,42,5355.99
141,2022-11-10,160.17,2023-12-16,14,5355.99
141,2022-12-16,136.44,2023-12-16,49,5355.99
141,2023-07-22,333.66,2023-12-16,38,5355.99
141,2023-08-30,473.27,2023-12-16,6,5355.99
141,2023-03-06,190.25,2023-12-16,48,5355.99
141,2022-06-28,357.13,2023-12-16,6,5355.99
141,2023-05-04,249.8,2023-12-16,35,5355.99
141,2022-09-12,443.83,2023-12-16,41,5355.99
141,2023-01-22,392.97,2023-12-16,46,5355.99
142,2023-02-15,485.33,2024-04-14,24,1170.0
142,2023-10-24,23.66,2024-04-14,22,1170.0
142,2023-09-22,202.78,2024-04-14,32,1170.0
142,2024-03-28,458.23,2024-04-14,12,1170.0
143,2022-09-14,121.34,2024-03-02,18,2475.35
143,2023-04-20,39.75,2024-03-02,16,2475.35
143,2024-02-06,374.77,2024-03-02,50,2475.35
143,2024-01-16,263.34,2024-03-02,3,2475.35
143,2023-06-07,92.08,2024-03-02,26,2475.35
143,2022-11-11,103.68,2024-03-02,25,2475.35
143,2022-10-29,214.06,2024-03-02,7,2475.35
143,2022-09-24,472.77,2024-03-02,37,2475.35
143,2022-11-18,333.72,2024-03-02,33,2475.35
143,2022-06-23,459.84,2024-03-02,14,2475.35
144,2023-01-21,171.01,2023-08-01,19,1406.06
144,2023-02-25,355.39,2023-08-01,26,1406.06
144,2023-03-25,120.59,2023-08-01,50,1406.06
144,2022-11-29,79.03,2023-08-01,8,1406.06
144,2022-08-12,74.69,2023-08-01,14,1406.06
144,2022-06-29,59.17,2023-08-01,24,1406.06
144,2022-09-30,114.16,2023-08-01,8,1406.06
144,2022-08-26,432.02,2023-08-01,0,1406.06
145,2023-01-20,220.89,2024-04-23,9,761.89
145,2022-07-20,222.5,2024-04-23,20,761.89
145,2024-03-10,318.5,2024-04-23,24,761.89
146,2022-12-20,32.79,2024-02-15,36,1589.51
146,2023-09-26,376.26,2024-02-15,46,1589.51
146,2023-03-28,163.24,2024-02-15,46,1589.51
146,2022-10-21,190.58,2024-02-15,5,1589.51
146,2023-01-06,432.58,2024-02-15,8,1589.51
146,2023-12-02,47.03,2024-02-15,14,1589.51
146,2023-08-26,347.03,2024-02-15,25,1589.51
147,2023-10-30,19.7,2023-12-15,14,4865.58
147,2023-01-04,167.11,2023-12-15,42,4865.58
147,2022-09-08,233.65,2023-12-15,35,4865.58
147,2023-06-19,476.36,2023-12-15,48,4865.58
147,2023-08-30,462.21,2023-12-15,37,4865.58
147,2022-10-01,366.67,2023-12-15,8,4865.58
147,2022-11-19,135.69,2023-12-15,47,4865.58
147,2023-10-25,262.27,2023-12-15,25,4865.58
147,2022-08-07,282.59,2023-12-15,40,4865.58
147,2023-07-04,441.19,2023-12-15,43,4865.58
147,2022-09-30,262.61,2023-12-15,31,4865.58
147,2022-12-09,90.04,2023-12-15,18,4865.58
147,2023-09-29,18.5,2023-12-15,41,4865.58
147,2022-06-21,31.57,2023-12-15,34,4865.58
147,2023-09-20,299.28,2023-12-15,15,4865.58
147,2022-10-12,230.62,2023-12-15,20,4865.58
147,2023-01-26,487.6,2023-12-15,32,4865.58
147,2022-12-08,263.67,2023-12-15,37,4865.58
147,2023-10-18,334.25,2023-12-15,22,4865.58
148,2023-03-16,54.22,2024-06-18,11,4432.03
148,2023-03-13,454.27,2024-06-18,45,4432.03
148,2023-11-11,421.93,2024-06-18,14,4432.03
148,2024-04-25,98.14,2024-06-18,18,4432.03
148,2023-11-08,21.92,2024-06-18,45,4432.03
148,2023-06-10,149.4,2024-06-18,5,4432.03
148,2023-07-13,234.74,2024-06-18,36,4432.03
148,2022-10-07,274.84,2024-06-18,46,4432.03
148,2022-12-26,133.72,2024-06-18,48,4432.03
148,2022-08-16,480.78,2024-06-18,50,4432.03
148,2023-05-09,314.56,2024-06-18,39,4432.03
148,2023-02-13,223.52,2024-06-18,23,4432.03
148,2022-10-13,47.93,2024-06-18,0,4432.03
148,2023-06-05,67.62,2024-06-18,36,4432.03
148,2024-02-05,124.56,2024-06-18,24,4432.03
148,2023-12-08,17.49,2024-06-18,4,4432.03
148,2023-10-18,259.22,2024-06-18,33,4432.03
148,2022-07-13,456.46,2024-06-18,28,4432.03
148,2023-01-07,289.5,2024-06-18,9,4432.03
148,2023-06-01,307.21,2024-06-18,26,4432.03
149,2022-08-31,416.53,2024-04-26,22,691.97
149,2023-02-19,20.01,2024-04-26,7,691.97
149,2023-09-18,255.43,2024-04-26,1,691.97
150,2022-06-20,22.84,2024-02-18,50,2674.56
150,2023-07-25,211.68,2024-02-18,10,2674.56
150,2023-04-08,109.15,2024-02-18,47,2674.56
150,2023-07-16,54.78,2024-02-18,45,2674.56
150,2022-12-13,332.22,2024-02-18,40,2674.56
150,2023-01-02,183.89,2024-02-18,28,2674.56
150,2023-03-08,367.21,2024-02-18,40,2674.56
150,2023-12-01,311.38,2024-02-18,28,2674.56
150,2023-11-23,50.28,2024-02-18,4,2674.56
150,2022-11-22,190.77,2024-02-18,3,2674.56
150,2023-06-10,287.9,2024-02-18,19,2674.56
150,2023-04-13,442.52,2024-02-18,49,2674.56
150,2023-01-24,109.94,2024-02-18,7,2674.56
151,2023-06-30,466.92,2023-09-09,5,3538.6
151,2022-12-22,474.42,2023-09-09,25,3538.6
151,2022-09-25,318.54,2023-09-09,45,3538.6
151,2023-02-27,144.09,2023-09-09,36,3538.6
151,2023-02-13,42.81,2023-09-09,18,3538.6
151,2023-06-13,245.15,2023-09-09,30,3538.6
151,2023-01-15,340.24,2023-09-09,38,3538.6
151,2023-03-27,274.61,2023-09-09,46,3538.6
151,2022-10-01,22.67,2023-09-09,2,3538.6
151,2023-02-02,170.14,2023-09-09,2,3538.6
151,2022-12-22,293.62,2023-09-09,21,3538.6
151,2023-01-03,335.89,2023-09-09,14,3538.6
151,2023-08-22,409.5,2023-09-09,26,3538.6
152,2022-07-17,158.61,2024-04-12,8,1659.0500000000002
152,2023-06-14,162.51,2024-04-12,9,1659.0500000000002
152,2023-09-10,407.72,2024-04-12,49,1659.0500000000002
152,2023-08-25,368.51,2024-04-12,29,1659.0500000000002
152,2022-08-13,11.21,2024-04-12,33,1659.0500000000002
152,2024-02-02,242.08,2024-04-12,27,1659.0500000000002
152,2024-01-09,308.41,2024-04-12,24,1659.0500000000002
153,2023-01-24,184.84,2023-08-11,2,4249.71
153,2022-06-20,397.43,2023-08-11,15,4249.71
153,2023-05-27,316.29,2023-08-11,26,4249.71
153,2022-07-27,126.1,2023-08-11,50,4249.71
153,2023-06-23,385.72,2023-08-11,28,4249.71
153,2022-11-29,141.21,2023-08-11,16,4249.71
153,2023-01-01,426.57,2023-08-11,9,4249.71
153,2023-02-03,305.91,2023-08-11,19,4249.71
153,2023-05-19,54.49,2023-08-11,21,4249.71
153,2022-07-29,86.95,2023-08-11,39,4249.71
153,2022-09-30,335.83,2023-08-11,26,4249.71
153,2023-02-22,365.43,2023-08-11,30,4249.71
153,2023-01-25,239.05,2023-08-11,6,4249.71
153,2023-04-23,82.33,2023-08-11,9,4249.71
153,2023-03-12,457.1,2023-08-11,22,4249.71
153,2023-06-09,344.46,2023-08-11,31,4249.71
154,2023-10-16,415.55,2024-03-16,3,4435.5
154,2024-01-07,346.24,2024-03-16,12,4435.5
154,2023-11-07,248.69,2024-03-16,1,4435.5
154,2024-02-22,247.93,2024-03-16,32,4435.5
154,2022-09-17,92.13,2024-03-16,10,4435.5
154,2023-12-18,359.34,2024-03-16,28,4435.5
154,2023-08-05,399.44,2024-03-16,31,4435.5
154,2023-08-06,251.46,2024-03-16,14,4435.5
154,2022-12-28,22.75,2024-03-16,17,4435.5
154,2023-04-09,216.35,2024-03-16,17,4435.5
154,2023-07-09,194.32,2024-03-16,32,4435.5
154,2022-12-03,14.37,2024-03-16,9,4435.5
154,2022-09-04,204.44,2024-03-16,29,4435.5
154,2023-04-22,311.55,2024-03-16,15,4435.5
154,2022-08-17,304.52,2024-03-16,1,4435.5
154,2023-03-14,445.53,2024-03-16,6,4435.5
154,2023-08-01,232.22,2024-03-16,42,4435.5
154,2023-06-10,128.67,2024-03-16,10,4435.5
155,2023-08-19,488.19,2024-01-27,4,4336.889999999999
155,2023-11-11,95.37,2024-01-27,33,4336.889999999999
155,2022-11-26,472.59,2024-01-27,9,4336.889999999999
155,2023-09-03,385.28,2024-01-27,29,4336.889999999999
155,2023-01-30,316.22,2024-01-27,16,4336.889999999999
155,2023-11-23,405.43,2024-01-27,5,4336.889999999999
155,2023-08-09,265.43,2024-01-27,15,4336.889999999999
155,2022-12-16,188.95,2024-01-27,38,4336.889999999999
155,2023-08-23,29.95,2024-01-27,0,4336.889999999999
155,2023-07-11,21.53,2024-01-27,13,4336.889999999999
155,2022-10-11,140.14,2024-01-27,1,4336.889999999999
155,2023-03-19,213.1,2024-01-27,34,4336.889999999999
155,2024-01-01,334.09,2024-01-27,46,4336.889999999999
155,2023-10-20,209.52,2024-01-27,15,4336.889999999999
155,2022-11-12,388.33,2024-01-27,8,4336.889999999999
155,2023-08-27,382.77,2024-01-27,26,4336.889999999999
156,2023-07-20,437.66,2023-09-12,30,3583.46
156,2023-04-26,31.51,2023-09-12,10,3583.46
156,2023-01-02,97.29,2023-09-12,41,3583.46
156,2023-06-09,295.88,2023-09-12,45,3583.46
156,2022-09-13,397.04,2023-09-12,31,3583.46
156,2022-09-16,375.84,2023-09-12,45,3583.46
156,2023-01-07,130.27,2023-09-12,5,3583.46
156,2022-10-04,212.44,2023-09-12,20,3583.46
156,2022-12-08,240.65,2023-09-12,0,3583.46
156,2023-03-04,139.12,2023-09-12,33,3583.46
156,2023-08-14,457.26,2023-09-12,16,3583.46
156,2023-09-09,469.33,2023-09-12,1,3583.46
156,2023-02-21,169.0,2023-09-12,41,3583.46
156,2022-11-19,50.64,2023-09-12,49,3583.46
156,2022-10-07,79.53,2023-09-12,39,3583.46
157,2023-06-16,252.56,2023-07-23,7,3464.17
157,2023-05-03,367.63,2023-07-23,28,3464.17
157,2023-03-04,297.0,2023-07-23,1,3464.17
157,2022-07-09,394.75,2023-07-23,24,3464.17
157,2023-02-20,450.33,2023-07-23,15,3464.17
157,2022-10-31,134.24,2023-07-23,28,3464.17
157,2023-02-20,466.36,2023-07-23,5,3464.17
157,2022-11-08,487.13,2023-07-23,44,3464.17
157,2023-01-02,347.73,2023-07-23,45,3464.17
157,2022-12-22,105.59,2023-07-23,47,3464.17
157,2022-06-22,160.85,2023-07-23,5,3464.17
158,2023-08-14,227.79,2024-03-17,47,4443.83
158,2022-08-21,463.73,2024-03-17,43,4443.83
158,2024-02-10,111.12,2024-03-17,20,4443.83
158,2024-03-02,220.89,2024-03-17,29,4443.83
158,2022-08-28,25.94,2024-03-17,40,4443.83
158,2022-10-13,399.48,2024-03-17,33,4443.83
158,2023-06-20,88.21,2024-03-17,36,4443.83
158,2023-07-29,380.96,2024-03-17,9,4443.83
158,2023-04-05,479.63,2024-03-17,14,4443.83
158,2023-12-02,380.24,2024-03-17,40,4443.83
158,2023-05-03,233.84,2024-03-17,30,4443.83
158,2023-05-18,217.72,2024-03-17,26,4443.83
158,2023-05-11,307.48,2024-03-17,24,4443.83
158,2022-09-29,49.66,2024-03-17,50,4443.83
158,2022-11-21,77.75,2024-03-17,0,4443.83
158,2023-06-25,95.47,2024-03-17,42,4443.83
158,2023-01-24,452.24,2024-03-17,6,4443.83
158,2023-12-31,56.12,2024-03-17,10,4443.83
158,2022-12-13,175.56,2024-03-17,15,4443.83
159,2022-08-22,487.56,2023-12-15,47,3169.2
159,2023-01-24,55.72,2023-12-15,34,3169.2
159,2023-04-10,468.2,2023-12-15,5,3169.2
159,2022-09-02,423.73,2023-12-15,28,3169.2
159,2022-09-27,81.77,2023-12-15,33,3169.2
159,2023-08-17,155.6,2023-12-15,39,3169.2
159,2023-09-27,46.0,2023-12-15,19,3169.2
159,2022-09-28,302.02,2023-12-15,27,3169.2
159,2023-05-19,37.33,2023-12-15,27,3169.2
159,2022-08-09,91.53,2023-12-15,21,3169.2
159,2022-10-02,107.5,2023-12-15,35,3169.2
159,2023-08-17,427.2,2023-12-15,9,3169.2
159,2023-07-11,251.47,2023-12-15,5,3169.2
159,2023-01-26,187.35,2023-12-15,46,3169.2
159,2022-10-05,46.22,2023-12-15,41,3169.2
160,2022-09-12,167.85,2023-06-30,16,4926.83
160,2022-08-15,67.95,2023-06-30,27,4926.83
160,2023-05-12,314.42,2023-06-30,35,4926.83
160,2022-10-18,380.36,2023-06-30,35,4926.83
160,2022-08-25,363.28,2023-06-30,9,4926.83
160,2022-08-24,197.54,2023-06-30,6,4926.83
160,2022-07-22,226.77,2023-06-30,14,4926.83
160,2023-05-03,425.42,2023-06-30,28,4926.83
160,2023-04-21,85.75,2023-06-30,48,4926.83
160,2023-06-01,284.35,2023-06-30,49,4926.83
160,2022-07-23,339.97,2023-06-30,2,4926.83
160,2022-07-25,408.01,2023-06-30,28,4926.83
160,2023-03-03,492.53,2023-06-30,5,4926.83
